,src_x,src_y
0,0.0,-3.0
1,0.0,-2.93999399939994
2,0.0,-2.87998799879988
3,0.0,-2.81998199819982
4,0.0,-2.75997599759976
5,0.0,-2.6999699969997
6,0.0,-2.63996399639964
7,0.0,-2.57995799579958
8,0.0,-2.51995199519952
9,0.0,-2.45994599459946
10,0.0,-2.3999399939994
11,0.0,-2.33993399339934
12,0.0,-2.27992799279928
13,0.0,-2.21992199219922
14,0.0,-2.15991599159916
15,0.0,-2.0999099909991
16,0.0,-2.03990399039904
17,0.0,-1.97989798979898
18,0.0,-1.91989198919892
19,0.0,-1.85988598859886
20,0.0,-1.7998799879988
21,0.0,-1.7398739873987399
22,0.0,-1.6798679867986799
23,0.0,-1.61986198619862
24,0.0,-1.55985598559856
25,0.0,-1.4998499849984999
26,0.0,-1.4398439843984399
27,0.0,-1.3798379837983799
28,0.0,-1.31983198319832
29,0.0,-1.25982598259826
30,0.0,-1.1998199819981998
31,0.0,-1.1398139813981398
32,0.0,-1.0798079807980798
33,0.0,-1.01980198019802
34,0.0,-0.9597959795979598
35,0.0,-0.8997899789978998
36,0.0,-0.8397839783978398
37,0.0,-0.7797779777977798
38,0.0,-0.7197719771977198
39,0.0,-0.6597659765976598
40,0.0,-0.5997599759975998
41,0.0,-0.5397539753975398
42,0.0,-0.47974797479747977
43,0.0,-0.41974197419741976
44,0.0,-0.35973597359735976
45,0.0,-0.29972997299729975
46,0.0,-0.2397239723972402
47,0.0,-0.17971797179717974
48,0.0,-0.11971197119712018
49,0.0,-0.05970597059705973
50,0.0,0.0003000300030002734
51,0.0,0.060306030603059835
52,0.0,0.12031203120312028
53,0.0,0.18031803180317985
54,0.0,0.2403240324032403
55,0.0,0.3003300330033003
56,0.0,0.36033603360335986
57,0.0,0.4203420342034203
58,0.0,0.4803480348034799
59,0.0,0.5403540354035403
60,0.0,0.6003600360036003
61,0.0,0.6603660366036599
62,0.0,0.7203720372037203
63,0.0,0.7803780378037799
64,0.0,0.8403840384038403
65,0.0,0.9003900390039004
66,0.0,0.9603960396039599
67,0.0,1.0204020402040204
68,0.0,1.0804080408040804
69,0.0,1.1404140414041404
70,0.0,1.2004200420042004
71,0.0,1.2604260426042604
72,0.0,1.3204320432043204
73,0.0,1.3804380438043804
74,0.0,1.4404440444044404
75,0.0,1.5004500450045004
76,0.0,1.5604560456045604
77,0.0,1.6204620462046204
78,0.0,1.6804680468046804
79,0.0,1.7404740474047404
80,0.0,1.8004800480048004
81,0.0,1.8604860486048604
82,0.0,1.9204920492049204
83,0.0,1.9804980498049805
84,0.0,2.0405040504050405
85,0.0,2.1005100510051005
86,0.0,2.1605160516051605
87,0.0,2.2205220522052196
88,0.0,2.2805280528052805
89,0.0,2.3405340534053405
90,0.0,2.4005400540054005
91,0.0,2.4605460546054605
92,0.0,2.5205520552055196
93,0.0,2.5805580558055805
94,0.0,2.6405640564056405
95,0.0,2.7005700570057005
96,0.0,2.7605760576057596
97,0.0,2.8205820582058196
98,0.0,2.8805880588058805
99,0.0,2.9405940594059405
100,0.0,3.0006000600060005
101,0.0,3.0606060606060597
102,0.0,3.1206120612061197
103,0.0,3.1806180618061806
104,0.0,3.2406240624062406
105,0.0,3.3006300630063006
106,0.0,3.3606360636063597
107,0.0,3.4206420642064197
108,0.0,3.4806480648064806
109,0.0,3.5406540654065406
110,0.0,3.6006600660066006
111,0.0,3.6606660666066597
112,0.0,3.7206720672067197
113,0.0,3.7806780678067806
114,0.0,3.8406840684068406
115,0.0,3.9006900690069006
116,0.0,3.9606960696069597
117,0.0,4.02070207020702
118,0.0,4.080708070807081
119,0.0,4.140714071407141
120,0.0,4.200720072007201
121,0.0,4.26072607260726
122,0.0,4.32073207320732
123,0.0,4.380738073807381
124,0.0,4.440744074407441
125,0.0,4.500750075007501
126,0.0,4.56075607560756
127,0.0,4.62076207620762
128,0.0,4.680768076807681
129,0.0,4.740774077407741
130,0.0,4.800780078007801
131,0.0,4.86078607860786
132,0.0,4.92079207920792
133,0.0,4.980798079807981
134,0.0,5.040804080408041
135,0.0,5.100810081008101
136,0.0,5.160816081608161
137,0.0,5.220822082208221
138,0.0,5.280828082808281
139,0.0,5.340834083408341
140,0.0,5.400840084008401
141,0.0,5.460846084608459
142,0.0,5.520852085208521
143,0.0,5.580858085808581
144,0.0,5.640864086408641
145,0.0,5.700870087008701
146,0.0,5.760876087608761
147,0.0,5.820882088208821
148,0.0,5.880888088808881
149,0.0,5.940894089408941
150,0.0,6.000900090009001
151,0.0,6.060906090609059
152,0.0,6.120912091209121
153,0.0,6.180918091809181
154,0.0,6.240924092409241
155,0.0,6.300930093009301
156,0.0,6.360936093609361
157,0.0,6.420942094209421
158,0.0,6.480948094809481
159,0.0,6.540954095409541
160,0.0,6.600960096009601
161,0.0,6.660966096609659
162,0.0,6.720972097209721
163,0.0,6.780978097809781
164,0.0,6.840984098409841
165,0.0,6.900990099009899
166,0.0,6.960996099609961
167,0.0,7.021002100210021
168,0.0,7.081008100810081
169,0.0,7.141014101410139
170,0.0,7.201020102010201
171,0.0,7.261026102610259
172,0.0,7.321032103210321
173,0.0,7.381038103810381
174,0.0,7.441044104410439
175,0.0,7.501050105010501
176,0.0,7.561056105610561
177,0.0,7.621062106210621
178,0.0,7.681068106810681
179,0.0,7.741074107410739
180,0.0,7.801080108010801
181,0.0,7.861086108610859
182,0.0,7.921092109210921
183,0.0,7.981098109810981
184,0.0,8.04110411041104
185,0.0,8.101110111011101
186,0.0,8.161116111611161
187,0.0,8.221122112211221
188,0.0,8.281128112811281
189,0.0,8.34113411341134
190,0.0,8.401140114011401
191,0.0,8.46114611461146
192,0.0,8.52115211521152
193,0.0,8.581158115811581
194,0.0,8.64116411641164
195,0.0,8.701170117011701
196,0.0,8.761176117611761
197,0.0,8.82118211821182
198,0.0,8.881188118811881
199,0.0,8.94119411941194
200,0.0,9.001200120012001
201,0.0,9.06120612061206
