,rov_x,rov_y
0,45.0,-10.0
1,45.0,-10.0
2,44.99999596028202,-10.000567028142553
3,44.99997196540894,-10.001694052614786
4,44.999901871201594,-10.003373384103488
5,44.999751316912366,-10.005595955443605
6,44.999479542098626,-10.008350553526093
7,44.99904102469919,-10.011623099941053
8,44.99838697198886,-10.0153960415278
9,44.99746668357383,-10.019647886271265
10,44.996228795775416,-10.024352901116332
11,44.994622410116726,-10.02948097448732
12,44.99259810469066,-10.03499763636188
13,44.99010882545728,-10.040864221796017
14,44.987110654477256,-10.047038159213214
15,44.983563453230445,-10.053473362090697
16,44.97943138104409,-10.060120701527298
17,44.97468329088486,-10.066928537244584
18,44.96929300705611,-10.073843285580054
19,44.96323949146749,-10.080810004732971
20,44.95650690696265,-10.087772979702912
21,44.94908458761508,-10.094676291829852
22,44.94096692689755,-10.101464360442629
23,44.93215319519832,-10.108082446719031
24,44.922647298327426,-10.114477112352928
25,44.91245748847656,-10.120596627935338
26,44.901596038623985,-10.12639132803529
27,44.890078890674154,-10.131813911781277
28,44.877925286750816,-10.136819689281625
29,44.86515739207993,-10.141366775482688
30,44.8517999168552,-10.14541623405894
31,44.837879743418405,-10.148932174677883
32,44.82342556404369,-10.151881807509696
33,44.8084675336181,-10.154235459184022
34,44.79303694057985,-10.155966554562436
35,44.777165898625384,-10.157051568723139
36,44.76088706093436,-10.157469953470894
37,44.744233357992535,-10.157204042514616
38,44.727237759515326,-10.15623893921954
39,44.70993306048749,-10.154562390559702
40,44.69235169093154,-10.152164650586096
41,44.67452554869285,-10.1490383364001
42,44.656485854275154,-10.145178279291793
43,44.63826302656963,-10.140581373377525
44,44.619886578184655,-10.135246423757355
45,44.60138502899518,-10.12917399591574
46,44.582785836482614,-10.122366267811735
47,44.564115341421285,-10.114826885849887
48,44.54539872748034,-10.106560825691512
49,44.526659993344104,-10.097574258658042
50,44.50792193600511,-10.087874424293597
51,44.48920614394778,-10.077469509491879
52,44.47053299901339,-10.066368534451787
53,44.45192168581553,-10.054581245605375
54,44.433390207657176,-10.042118015559375
55,44.41495540798364,-10.028989750005818
56,44.396632996488165,-10.015207801486712
57,44.37843757906802,-10.000783889840534
58,44.36038269090687,-9.985730029113121
59,44.34248083203374,-9.970058460680619
60,44.32474350477944,-9.953781592306408
61,44.30718125261711,-9.93691194283589
62,44.28980369993525,-9.91946209222161
63,44.27261959234803,-9.901444636565362
64,44.255636837200015,-9.882872147862766
65,44.23886254396972,-9.863757138138414
66,44.222303064319675,-9.844112027665465
67,44.205964031579605,-9.823949116971724
68,44.189850399484214,-9.803280562344364
69,44.17396648001842,-9.782118354557008
70,44.15831598025061,-9.760474300555437
71,44.14290203805915,-9.73836000785149
72,44.12772725667891,-9.715786871388389
73,44.11279373801382,-9.69276606265458
74,44.09810311467761,-9.669308520837024
75,44.08365658073958,-9.64542494581848
76,44.06945492116425,-9.621125792836754
77,44.05549853994463,-9.596421268636734
78,44.04178748693727,-9.571321328958584
79,44.028321483415276,-9.545835677217363
80,44.01509994636137,-9.519973764240742
81,44.00212201152822,-9.493744788942248
82,43.98938655529761,-9.467157699817674
83,43.9768922153729,-9.440221197161863
84,43.964637410342235,-9.41294373591205
85,43.95262035815131,-9.385333529032353
86,43.94083909352614,-9.357398551361815
87,43.92929148438702,-9.329146543855668
88,43.917976436247926,-9.300584547115113
89,43.90691589295236,-9.271710532330147
90,43.8961320156521,-9.242523047781642
91,43.885646684397905,-9.213021428520813
92,43.875481466231314,-9.183205810576156
93,43.86565759200991,-9.153077137696108
94,43.856195932558904,-9.122637164544445
95,43.84711697413864,-9.091888456530647
96,43.83844079341687,-9.06083438638664
97,43.83018703213934,-9.029479127605075
98,43.82237487169113,-8.9978276448599
99,43.815023007738084,-8.965885681535662
100,43.80814962513345,-8.933659744497762
101,43.80177237326875,-8.901157086241474
102,43.79590834204086,-8.868385684563012
103,43.790574038599175,-8.835354219901017
104,43.78578536502704,-8.802072050501522
105,43.78155759710201,-8.768549185563693
106,43.77790536426831,-8.734796256527252
107,43.774842630943425,-8.700824486665503
108,43.772382679268965,-8.666645659150223
109,43.77053809340344,-8.632272083756256
110,43.769320745442116,-8.597716562374542
111,43.76874178303648,-8.562992353502363
112,43.768811618772986,-8.528113135878925
113,43.76953992135822,-8.493092971432935
114,43.77093560864519,-8.457946267706584
115,43.77300684252308,-8.422687739917412
116,43.775761025681135,-8.387332372815834
117,43.779204800245715,-8.351895382491739
118,43.783344048278735,-8.316392178278598
119,43.78818389411519,-8.280838324897903
120,43.793728708507636,-8.245249504980624
121,43.79998211453634,-8.209641482095758
122,43.80694699523523,-8.174030064408978
123,43.81462550287597,-8.138431069086966
124,43.82301906984536,-8.10286028755526
125,43.83212842104489,-8.06733345170945
126,43.841953587735624,-8.031866201171399
127,43.852493922746675,-7.996474051673774
128,43.86374811696143,-7.961172364647869
129,43.875714216992165,-7.925976318081178
130,43.88838964395095,-7.8909008787028885
131,43.901771213222865,-7.8559607755470955
