,rov_x,rov_y
0,10.0,10.0
1,10.0,10.0
2,10.004536311501935,10.000016162190224
3,10.0135540395395,10.000112166220697
4,10.026997463304983,10.000392659850386
5,10.044808587265091,10.000995341401307
6,10.066925592179894,10.00208397265259
7,10.09328137363132,10.003842289243197
8,10.123802283434566,10.006468686188615
9,10.15840713744165,10.010171580191127
10,10.197006516458012,10.015165370202022
11,10.23950236150153,10.021666932266047
12,10.285787847563816,10.02989259555337
13,10.335747509212931,10.04005555447367
14,10.389257585162511,10.052363677512417
15,10.446186546078838,10.067017677499265
16,10.506395769455427,10.084209610898316
17,10.569740326628477,10.10412167579435
18,10.63606984938147,10.126925279842403
19,10.705229446670236,10.152780350774956
20,10.777060645470831,10.181834863277263
21,10.85140233337237,10.214224557248324
22,10.92809168413044,10.250072823720693
23,11.006965050839348,10.289490736043655
24,11.087858814588998,10.332577205345444
25,11.170610179391666,10.379419240770751
26,11.255057906766854,10.43009229652048
27,11.341042985648723,10.484660689277776
28,11.42840923523418,10.543178071163055
29,11.51700384003417,10.605687944897152
30,11.606677817746553,10.672224209344671
31,11.69728642166085,10.742811725040944
32,11.788689480160023,10.817466890661493
33,11.88075167653021,10.896198222661665
34,11.973342772753234,10.979006931489035
35,12.066337781265178,11.06588748884799
36,12.15961708884178,11.156828181473257
37,12.253066536840658,11.251811647747825
38,12.34657746201143,11.350815394283325
39,12.44004670199597,11.45381229027167
40,12.53337656949803,11.560771038020686
41,12.626474798917808,11.671656618609305
42,12.719254469034507,11.78643071204622
43,12.811633905088195,11.905052091695818
44,12.90353656336942,12.027476993053575
45,12.99489090117767,12.153659457216046
46,13.08563023476317,12.28355164960433
47,13.175692587624829,12.417104154670355
48,13.2650205313035,12.554266247447634
49,13.353561020586628,12.694986142907814
50,13.4412652248291,12.83921122415539
51,13.528088356897314,12.986888250540112
52,13.613989501059143,13.1379635467932
53,13.698931440972343,13.29238317430312
54,13.782880488767661,13.450093085642207
55,13.86580631608022,13.611039263439453
56,13.947681787753327,13.775167844669697
57,14.028482798821912,13.942425231397044
58,14.108188115277803,14.11275818897251
59,14.186779219025173,14.28611393264397
60,14.264240157351011,14.462440203491653
61,14.340557397161623,14.64168533455595
62,14.415719684171096,14.823798307976741
63,14.489691873865603,15.008739218775668
64,14.562305573233763,15.196520301497687
65,14.633390197908497,15.387149914576701
66,14.702775953947496,15.580631201278624
67,14.770294130684375,15.776961896228386
68,14.835777343722553,15.976134183423236
69,14.89905978115052,16.178134583590086
70,14.959977453487843,16.382943869806347
71,15.01836844729861,16.590537010536245
72,15.074073180878626,16.800883139675815
73,15.126934658072338,17.01394555366028
74,15.176798724449771,17.229681733403066
75,15.223514317211604,17.448043392166188
76,15.266933715440304,17.66897654651772
77,15.306912781945778,17.89242161117467
78,15.343311200657434,18.118313515508504
79,15.375992707309038,18.34658184096409
80,15.404825309452946,18.57715097868014
81,15.429681497936485,18.80994030554606
82,15.450438447637664,19.044864377682643
83,15.466978206661476,19.281833140051727
84,15.479187872829339,19.520752150908983
85,15.486959756363543,19.761522819748052
86,15.490191528909152,20.004042657306247
87,15.488786357927173,20.24820553629169
88,15.482653025958399,20.493901961446156
89,15.471706034362906,20.741019347559156
90,15.45586569136551,20.989442304066312
91,15.435058184286119,21.23905292489473
92,15.409215634969797,21.489731082153725
93,15.37827613939904,21.74135472240767
94,15.342183791248079,21.99380016425322
95,15.300888689534725,22.246942395971637
96,15.254346930725385,22.500655372094254
97,15.202520586309824,22.754812307905933
98,15.145377663563508,23.00928597031106
99,15.082892052739895,23.263948964499033
100,15.015043460314974,23.518674015330532
101,14.941817329871878,23.773334242851245
102,14.863204748506016,24.027803430398702
103,14.77920234148853,24.28195628501823
104,14.689812155846083,24.5356686895376
105,14.59504153418076,24.788817945952882
106,14.494902977295506,25.041283008838523
107,14.38941399763991,25.292944708662095
108,14.278596964916693,25.54368596484013
109,14.162478944211095,25.7933919880697
110,14.041091528521736,26.0419504722074
111,13.91447066315014,26.28925177394791
112,13.782656466156961,26.53518908168532
113,13.64569304457638,26.779658573041473
114,13.503628307152654,27.022559561058667
115,13.35651377436928,27.263794629122913
116,13.204404386522386,27.503269754741126
117,13.047358310568079,27.740894422349857
118,12.885436746449065,27.97658172538485
119,12.718703733579382,28.210248457890163
120,12.547225958137924,28.441815195992117
121,12.3710725617919,28.67120636960801
122,12.190314952440747,28.898350324801683
123,12.005026617539812,29.123179377238248
124,11.815282940531354,29.345629857228957
125,11.621161022440152,29.565642148271518
126,11.422739505745467,29.78316071687121
127,11.220098402249457,29.99813413513992
128,11.01331892840298,30.210515099687836
129,10.802483345266575,30.420260444740013
130,10.58767480154291,30.62733114809087
131,10.368977189065633,30.831692339844665
132,10.146474996516575,31.0333132999827
133,9.920253178208508,31.232167462827952
134,9.690397023900351,31.42823241426965
135,9.456992037648606,31.621489890871093
136,9.220123829643997,31.81192578688924
137,8.97987800880896,31.999530155580377
138,8.736340087370731,32.184297218953084
139,8.489595394905782,32.36622538443965
140,8.23972900198614,32.545317270032385
141,7.986825654003722,32.72157974014725
142,7.730969715865191,32.89502395484677
143,7.472245128392197,33.06566543550117
144,7.210735377445981,33.23352415052392
145,6.946523477033713,33.39862462551622
146,6.679691967961833,33.5609960830342
147,6.410322934000493,33.72067261830769
148,6.138498046080451,33.877693432576514
149,5.8642986207123595,34.03210310563673
150,5.5878057047243175,34.183951931810995
151,5.309100214911191,34.33329637768298
152,5.02826309084823,34.48019959391995
153,4.74537552699108,34.624732110345676
154,4.460519247160747,34.7669726565558
155,4.173776896678363,34.90700926590317
156,3.8852325027047248,35.04494057968858
157,3.594972135781565,35.180877636724745
158,3.3030847412720186,35.314946106915606
159,3.0096632473315736,35.447289208890005
160,2.714806087912833,35.578071630430834
161,2.418619352522947,35.70748493522296
162,2.121219695231873,35.83575473858866
163,1.8227385723479919,35.96315087288762
164,1.5233284729232133,36.090001889013315
165,1.2231722939488527,36.21671611202039
166,0.9224977337210046,36.34381257186864
167,0.6215997251781518,36.47196651473787
168,0.32087466526838115,36.60207310823039
169,0.020867302657312514,36.7353211590791
170,-0.2776825590926389,36.87323263806152
171,-0.5630258055315132,37.03791098010025
172,-0.8292859285649031,37.23292232559706
173,-1.074905556176939,37.45422547973817
174,-1.2995750060279403,37.69754424780132
175,-1.5036202483513912,37.959113243994125
176,-1.6877710882568697,38.23571735708199
177,-1.8530159336276197,38.52464685829179
178,-2.000497178882289,38.82363909815116
179,-2.1314351490560535,39.130819063898905
180,-2.247073769421509,39.44464301926361
181,-2.3486427374517884,39.76384718507238
182,-2.437332064765168,40.087402258574436
183,-2.5141103515222833,40.4145127509287
184,-2.5789320456687155,40.74471454568067
185,-2.63176614198822,41.077549286853554
186,-2.6726160906621317,41.412561943736456
187,-2.701517533191217,41.74930396737653
188,-2.718536846225556,42.08733597215561
189,-2.7237689456896366,42.42623017773689
190,-2.7173356646193008,42.76557251198531
191,-2.6993842735214235,43.10496449729677
192,-2.6700857101385194,43.444024930844414
193,-2.6296333555244416,43.78239141553195
194,-2.5782417937163786,44.11972177617162
195,-2.5161454650283233,44.45569534800666
196,-2.443597976924602,44.790014287442865
197,-2.3608712032486365,45.122404817243414
198,-2.2682546414491345,45.45261849548856
199,-2.166055549409489,45.780433715689085
200,-2.0545985220339964,46.10565711623076
201,-1.9342267190891453,46.42812560708548
202,-1.8053023271231445,46.74770832111396
203,-1.6682088590412862,47.06430944754826
204,-1.5233538498558603,47.377871563247034
205,-1.371172514223584,47.688379735498195
206,-1.21213356160937,47.995867071355605
207,-1.0467475324158113,48.30042209467795
208,-0.8755766050135236,48.60219747094517
209,-0.6992482913111838,48.90142128926469
210,-0.5184725617891425,49.19841047225637
211,-0.33406126789563756,49.49358496451559
212,-0.1469457512497871,49.78747878784688
213,0.04181667131698433,50.080739906055214
214,0.23106329204054457,50.37410634702168
215,0.40681561542343103,50.67615169643841
216,0.568412056342571,50.986387595256616
217,0.716645695688898,51.30359938220911
218,0.8524577601330363,51.62668729997346
219,0.9767786922451798,51.95472178601456
220,1.0905011370199122,52.28692437066593
221,1.1944711551000358,52.62264461279099
222,1.2894841370447931,52.961339695065114
223,1.3762831807930715,53.30255699033116
224,1.455559117351004,53.64591929154966
225,1.5278259610048903,53.991138694280984
226,1.5928970840719883,54.33809525692394
227,1.6506043891550581,54.686656240996335
228,1.7008104509195066,55.036675760757326
229,1.7434070141191458,55.38799744371309
230,1.778312258502287,55.740457056083365
231,1.8054689073251404,56.09388475738418
232,1.824842786630325,56.44810711137517
233,1.8364216129249429,56.80294891776748
234,1.8402139780190514,57.15823489463521
235,1.8362485103898913,57.513791237842035
236,1.8245731990816232,57.869447081235464
237,1.805254995711684,58.225035886152135
238,1.778379445458438,58.58039677789462
239,1.7440503705726713,58.935375834997174
240,1.7023898412936924,59.289827364686396
241,1.6535383349318626,59.64361518458986
242,1.597655104945605,59.99661393309125
243,1.5349187917190705,60.34871043276248
244,1.4655283150478582,60.699805133653626
245,1.3897040971187984,61.04981366565042
246,1.307689673354157,61.39866853101
247,1.2197544479765208,61.746321143616754
248,1.1261963399531987,62.092743957368576
249,1.0273448061127672,62.43793275369896
250,0.923564868980093,62.78190924121536
